Sistema, Dia, Hora, Eolica, Fotovoltaica,  Biomasa, Carboelectrica, Ciclo Combinado, Combustion Interna, Geotermoelectrica, Hidroelectrica, Nucleoelectrica, Termica Convencional, Turbo Gas
SEN,7/2/2020,7," 2,857 ", 1 , 24 ," 1,918 "," 18,980 ", 341 , 586 , 947 ," 1,565 "," 2,913 "," 1,581 "
SEN,7/2/2020,8," 2,885 ", 88 , 23 ," 1,858 "," 20,026 ", 335 , 585 , 998 ," 1,566 "," 2,879 "," 1,641 "
SEN,7/2/2020,9," 3,085 "," 1,293 ", 15 ," 1,712 "," 19,944 ", 335 , 575 , 798 ," 1,566 "," 2,841 "," 1,636 "
SEN,7/2/2020,10," 2,898 "," 3,198 ", 20 ," 1,694 "," 19,193 ", 338 , 581 , 579 ," 1,566 "," 2,773 "," 1,603 "
SEN,7/2/2020,11," 3,015 "," 4,017 ", 23 ," 1,691 "," 18,139 ", 288 , 577 , 922 ," 1,566 "," 2,796 "," 1,635 "
SEN,7/2/2020,12," 3,166 "," 4,109 ", 23 ," 1,697 "," 17,622 ", 284 , 556 ," 1,365 "," 1,566 "," 2,820 "," 1,607 "
SEN,7/2/2020,13," 3,185 "," 4,085 ", 22 ," 1,768 "," 17,608 ", 232 , 554 ," 1,368 "," 1,566 "," 2,909 "," 1,606 "
SEN,7/2/2020,14," 3,058 "," 4,106 ", 23 ," 1,681 "," 17,726 ", 241 , 563 ," 1,310 "," 1,565 "," 2,898 "," 1,588 "
SEN,7/2/2020,15," 2,922 "," 4,005 ", 20 ," 1,671 "," 17,870 ", 241 , 568 ," 1,301 "," 1,565 "," 2,909 "," 1,602 "
SEN,7/2/2020,16," 2,910 "," 3,847 ", 20 ," 1,695 "," 18,177 ", 256 , 566 ," 1,317 "," 1,565 "," 3,046 "," 1,571 "
SEN,7/2/2020,17," 2,772 "," 3,565 ", 16 ," 1,686 "," 18,514 ", 306 , 566 ," 1,318 "," 1,564 "," 3,110 "," 1,535 "
SEN,7/2/2020,18," 2,697 "," 2,255 ", 21 ," 1,769 "," 19,002 ", 391 , 590 ," 1,347 "," 1,564 "," 3,388 "," 1,570 "
SEN,7/2/2020,19," 2,794 ", 351 , 22 ," 1,952 "," 19,634 ", 416 , 576 ," 2,188 "," 1,564 "," 4,064 "," 1,661 "
SEN,7/2/2020,20," 2,977 ", 0 , 24 ," 1,946 "," 20,048 ", 425 , 595 ," 2,950 "," 1,563 "," 4,303 "," 1,733 "
SEN,7/2/2020,21," 2,975 ", 0 , 24 ," 1,938 "," 19,947 ", 420 , 596 ," 2,849 "," 1,563 "," 4,211 "," 1,697 "
SEN,7/2/2020,22," 3,072 ", 0 , 23 ," 1,798 "," 19,861 ", 408 , 597 ," 2,260 "," 1,563 "," 3,807 "," 1,629 "
SEN,7/2/2020,23," 2,786 ", 0 , 24 ," 1,567 "," 19,384 ", 392 , 599 ," 2,203 "," 1,562 "," 3,409 "," 1,637 "
SEN,7/2/2020,24," 2,558 ", 0 , 21 ," 1,565 "," 18,875 ", 373 , 600 ," 1,868 "," 1,561 "," 3,178 "," 1,583 "
SEN,8/2/2020,1," 2,405 ", 0 , 22 ," 1,575 "," 18,422 ", 362 , 600 ," 1,100 "," 1,560 "," 3,010 "," 1,383 "
SEN,8/2/2020,2," 2,394 ", 0 , 22 ," 1,561 "," 17,825 ", 356 , 600 , 796 ," 1,559 "," 2,972 "," 1,339 "
SEN,8/2/2020,3," 2,022 ", 0 , 23 ," 1,569 "," 17,727 ", 352 , 601 , 662 ," 1,559 "," 2,852 "," 1,333 "
SEN,8/2/2020,4," 1,746 ", -   , 24 ," 1,562 "," 17,851 ", 350 , 601 , 715 ," 1,559 "," 2,616 "," 1,334 "
SEN,8/2/2020,5," 1,873 ", -   , 24 ," 1,548 "," 17,969 ", 333 , 602 , 543 ," 1,558 "," 2,604 "," 1,335 "
SEN,8/2/2020,6," 1,881 ", -   , 25 ," 1,547 "," 18,127 ", 327 , 601 , 603 ," 1,558 "," 2,618 "," 1,337 "
SEN,8/2/2020,7," 1,932 ", 1 , 26 ," 1,562 "," 18,820 ", 367 , 603 , 794 ," 1,559 "," 2,565 "," 1,342 "
SEN,8/2/2020,8," 1,552 ", 122 , 26 ," 1,590 "," 19,607 ", 369 , 603 , 905 ," 1,559 "," 2,570 "," 1,345 "
SEN,8/2/2020,9," 1,241 "," 1,263 ", 22 ," 1,621 "," 20,084 ", 365 , 600 , 987 ," 1,516 "," 2,606 "," 1,346 "
SEN,8/2/2020,10," 1,155 "," 2,768 ", 24 ," 1,687 "," 19,819 ", 360 , 598 ," 1,409 "," 1,296 "," 2,400 "," 1,350 "
SEN,8/2/2020,11," 1,241 "," 3,702 ", 25 ," 1,925 "," 18,441 ", 367 , 596 ," 2,112 "," 1,266 "," 2,342 "," 1,344 "
SEN,8/2/2020,12," 1,467 "," 3,635 ", 24 ," 1,991 "," 18,395 ", 361 , 594 ," 2,113 "," 1,261 "," 2,560 "," 1,337 "
SEN,8/2/2020,13," 1,532 "," 3,833 ", 25 ," 1,978 "," 18,444 ", 354 , 590 ," 1,709 "," 1,263 "," 2,638 "," 1,341 "
SEN,8/2/2020,14," 1,834 "," 3,898 ", 26 ," 1,953 "," 18,722 ", 348 , 587 ," 1,258 "," 1,266 "," 2,532 "," 1,400 "
SEN,8/2/2020,15," 2,281 "," 3,834 ", 24 ," 1,743 "," 18,054 ", 361 , 584 ," 1,076 "," 1,267 "," 2,489 "," 1,394 "
SEN,8/2/2020,16," 2,799 "," 3,700 ", 23 ," 1,541 "," 17,776 ", 381 , 584 ," 1,108 "," 1,272 "," 2,417 "," 1,392 "
SEN,8/2/2020,17," 3,209 "," 3,462 ", 22 ," 1,555 "," 17,219 ", 357 , 583 ," 1,232 "," 1,377 "," 2,449 "," 1,393 "
SEN,8/2/2020,18," 3,460 "," 2,248 ", 24 ," 1,679 "," 17,317 ", 388 , 586 ," 1,578 "," 1,465 "," 2,492 "," 1,432 "
SEN,8/2/2020,19," 3,437 ", 347 , 23 ," 1,930 "," 18,961 ", 404 , 588 ," 1,991 "," 1,531 "," 2,971 "," 1,506 "
SEN,8/2/2020,20," 3,402 ", 0 , 25 ," 1,882 "," 20,060 ", 393 , 586 ," 3,101 "," 1,548 "," 3,200 "," 1,525 "
SEN,8/2/2020,21," 3,352 ", 0 , 24 ," 1,736 "," 20,166 ", 390 , 571 ," 3,027 "," 1,553 "," 3,144 "," 1,506 "
SEN,8/2/2020,22," 3,275 ", 0 , 25 ," 1,570 "," 20,297 ", 392 , 573 ," 2,212 "," 1,558 "," 2,864 "," 1,486 "
SEN,8/2/2020,23," 3,311 ", -   , 26 ," 1,357 "," 19,548 ", 386 , 573 ," 2,068 "," 1,561 "," 2,528 "," 1,431 "
SEN,8/2/2020,24," 3,363 ", -   , 25 ," 1,361 "," 18,404 ", 281 , 574 ," 1,502 "," 1,562 "," 2,478 "," 1,333 "
SEN,9/2/2020,1," 3,315 ", -   , 26 ," 1,350 "," 17,660 ", 270 , 575 , 899 ," 1,564 "," 2,272 "," 1,328 "
SEN,9/2/2020,2," 3,377 ", -   , 24 ," 1,348 "," 16,846 ", 261 , 590 , 630 ," 1,564 "," 1,856 "," 1,326 "
SEN,9/2/2020,3," 3,424 ", -   , 26 ," 1,352 "," 16,022 ", 256 , 597 , 586 ," 1,564 "," 1,823 "," 1,325 "
SEN,9/2/2020,4," 3,484 ", -   , 24 ," 1,341 "," 15,364 ", 250 , 597 , 627 ," 1,563 "," 1,833 "," 1,323 "
SEN,9/2/2020,5," 3,451 ", -   , 24 ," 1,355 "," 15,071 ", 252 , 597 , 582 ," 1,562 "," 1,865 "," 1,322 "
SEN,9/2/2020,6," 3,566 ", -   , 25 ," 1,352 "," 15,040 ", 257 , 596 , 730 ," 1,562 "," 1,870 "," 1,324 "
SEN,9/2/2020,7," 3,489 ", 1 , 25 ," 1,357 "," 14,810 ", 264 , 596 ," 1,243 "," 1,562 "," 1,870 "," 1,326 "
SEN,9/2/2020,8," 3,384 ", 114 , 22 ," 1,336 "," 14,722 ", 268 , 593 ," 1,208 "," 1,561 "," 1,863 "," 1,327 "
SEN,9/2/2020,9," 3,259 "," 1,289 ", 14 ," 1,347 "," 14,768 ", 269 , 595 , 768 ," 1,560 "," 1,873 "," 1,327 "
SEN,9/2/2020,10," 3,324 "," 2,692 ", 20 ," 1,340 "," 14,423 ", 257 , 589 , 648 ," 1,557 "," 1,862 "," 1,337 "
SEN,9/2/2020,11," 3,506 "," 3,307 ", 24 ," 1,341 "," 14,086 ", 260 , 585 , 793 ," 1,560 "," 1,876 "," 1,322 "
SEN,9/2/2020,12," 3,748 "," 3,407 ", 17 ," 1,377 "," 14,097 ", 264 , 575 , 812 ," 1,559 "," 1,888 "," 1,315 "
SEN,9/2/2020,13," 3,768 "," 3,286 ", 21 ," 1,475 "," 14,032 ", 259 , 577 ," 1,017 "," 1,557 "," 1,914 "," 1,320 "
SEN,9/2/2020,14," 3,367 "," 3,251 ", 12 ," 1,508 "," 14,627 ", 270 , 579 , 990 ," 1,556 "," 1,930 "," 1,375 "
SEN,9/2/2020,15," 3,294 "," 3,194 ", 22 ," 1,513 "," 14,757 ", 267 , 578 , 962 ," 1,555 "," 1,952 "," 1,377 "
SEN,9/2/2020,16," 3,364 "," 2,515 ", 17 ," 1,549 "," 15,236 ", 275 , 577 ," 1,122 "," 1,552 "," 1,939 "," 1,369 "
SEN,9/2/2020,17," 3,508 "," 2,050 ", 19 ," 1,542 "," 15,943 ", 288 , 578 , 951 ," 1,550 "," 1,975 "," 1,379 "
SEN,9/2/2020,18," 3,624 "," 1,080 ", 22 ," 1,514 "," 16,373 ", 352 , 583 ," 1,352 "," 1,551 "," 1,990 "," 1,509 "
SEN,9/2/2020,19," 3,501 ", 123 , 24 ," 1,300 "," 18,779 ", 436 , 583 ," 1,859 "," 1,552 "," 2,022 "," 1,531 "
SEN,9/2/2020,20," 3,547 ", 0 , 23 ," 1,331 "," 20,136 ", 442 , 587 ," 3,160 "," 1,552 "," 2,170 "," 1,539 "
SEN,9/2/2020,21," 3,329 ", -   , 22 ," 1,496 "," 20,116 ", 431 , 588 ," 3,420 "," 1,553 "," 2,314 "," 1,545 "
SEN,9/2/2020,22," 2,998 ", -   , 22 ," 1,549 "," 19,771 ", 430 , 589 ," 3,166 "," 1,554 "," 2,380 "," 1,567 "
SEN,9/2/2020,23," 2,907 ", -   , 23 ," 1,440 "," 19,037 ", 401 , 589 ," 2,278 "," 1,555 "," 2,426 "," 1,589 "
SEN,9/2/2020,24," 2,674 ", -   , 23 ," 1,431 "," 18,127 ", 381 , 591 ," 1,643 "," 1,556 "," 2,282 "," 1,516 "
SEN,10/2/2020,1," 2,451 ", -   , 23 ," 1,477 "," 17,400 ", 371 , 591 , 861 ," 1,555 "," 2,197 "," 1,460 "
SEN,10/2/2020,2," 2,363 ", -   , 23 ," 1,489 "," 16,589 ", 317 , 590 , 718 ," 1,555 "," 2,075 "," 1,455 "
SEN,10/2/2020,3," 2,181 ", -   , 23 ," 1,496 "," 16,373 ", 302 , 590 , 541 ," 1,554 "," 2,081 "," 1,458 "
SEN,10/2/2020,4," 2,208 ", -   , 23 ," 1,490 "," 16,101 ", 300 , 591 , 538 ," 1,554 "," 2,080 "," 1,460 "
SEN,10/2/2020,5," 2,212 ", -   , 23 ," 1,506 "," 16,272 ", 302 , 591 , 559 ," 1,554 "," 2,080 "," 1,461 "
SEN,10/2/2020,6," 2,139 ", -   , 23 ," 1,512 "," 17,404 ", 358 , 590 , 662 ," 1,553 "," 2,085 "," 1,467 "
SEN,10/2/2020,7," 2,162 ", 1 , 23 ," 1,524 "," 19,350 ", 396 , 592 , 913 ," 1,554 "," 2,087 "," 1,524 "
SEN,10/2/2020,8," 2,211 ", 93 , 22 ," 1,521 "," 19,995 ", 396 , 592 ," 1,448 "," 1,553 "," 2,154 "," 1,597 "
SEN,10/2/2020,9," 2,104 "," 1,221 ", 19 ," 1,520 "," 20,454 ", 394 , 589 ," 1,475 "," 1,553 "," 2,176 "," 1,679 "
SEN,10/2/2020,10," 2,084 "," 2,496 ", 13 ," 1,510 "," 20,330 ", 401 , 584 ," 1,409 "," 1,559 "," 2,282 "," 1,806 "
SEN,10/2/2020,11," 1,988 "," 3,162 ", 17 ," 1,524 "," 20,235 ", 403 , 583 ," 1,739 "," 1,559 "," 2,344 "," 1,831 "
SEN,10/2/2020,12," 1,998 "," 3,629 ", 20 ," 1,525 "," 20,024 ", 395 , 584 ," 1,982 "," 1,558 "," 2,504 "," 1,817 "
SEN,10/2/2020,13," 2,054 "," 3,566 ", 22 ," 1,673 "," 20,091 ", 385 , 581 ," 2,053 "," 1,556 "," 2,667 "," 1,797 "
SEN,10/2/2020,14," 1,801 "," 3,361 ", 18 ," 1,833 "," 20,530 ", 410 , 575 ," 2,000 "," 1,556 "," 2,733 "," 1,770 "
SEN,10/2/2020,15," 1,883 "," 3,128 ", 22 ," 1,933 "," 20,692 ", 406 , 576 ," 1,799 "," 1,554 "," 2,837 "," 1,791 "
SEN,10/2/2020,16," 1,814 "," 2,713 ", 26 ," 1,970 "," 20,977 ", 410 , 577 ," 2,100 "," 1,551 "," 2,951 "," 1,762 "
SEN,10/2/2020,17," 2,035 "," 2,296 ", 22 ," 2,059 "," 21,151 ", 412 , 578 ," 1,898 "," 1,550 "," 3,076 "," 1,780 "
SEN,10/2/2020,18," 2,189 "," 1,296 ", 26 ," 2,151 "," 21,417 ", 425 , 580 ," 1,951 "," 1,551 "," 3,170 "," 1,855 "
SEN,10/2/2020,19," 2,029 ", 197 , 22 ," 2,143 "," 21,505 ", 447 , 583 ," 3,553 "," 1,554 "," 3,323 "," 1,869 "
SEN,10/2/2020,20," 1,877 ", 0 , 23 ," 2,178 "," 21,430 ", 453 , 584 ," 5,391 "," 1,554 "," 3,419 "," 1,858 "
SEN,10/2/2020,21," 1,929 ", -   , 23 ," 2,144 "," 21,487 ", 448 , 584 ," 4,843 "," 1,554 "," 3,480 "," 1,866 "
SEN,10/2/2020,22," 1,923 ", 0 , 23 ," 2,117 "," 21,458 ", 442 , 586 ," 3,869 "," 1,555 "," 3,539 "," 1,745 "
SEN,10/2/2020,23," 1,958 ", 0 , 24 ," 2,026 "," 21,220 ", 406 , 588 ," 2,760 "," 1,556 "," 3,442 "," 1,671 "
SEN,10/2/2020,24," 1,884 ", 0 , 25 ," 1,912 "," 21,103 ", 389 , 589 ," 1,709 "," 1,558 "," 3,027 "," 1,652 "
SEN,11/2/2020,1," 1,845 ", 0 , 25 ," 1,599 "," 20,825 ", 370 , 591 ," 1,106 "," 1,558 "," 2,864 "," 1,522 "
SEN,11/2/2020,2," 1,513 ", 0 , 25 ," 1,566 "," 20,336 ", 364 , 591 , 825 ," 1,559 "," 2,761 "," 1,495 "
SEN,11/2/2020,3," 1,293 ", 0 , 25 ," 1,570 "," 19,919 ", 359 , 591 , 631 ," 1,559 "," 2,724 "," 1,494 "
SEN,11/2/2020,4," 1,130 ", 0 , 24 ," 1,570 "," 19,672 ", 358 , 590 , 686 ," 1,560 "," 2,734 "," 1,496 "
SEN,11/2/2020,5, 947 , -   , 25 ," 1,578 "," 19,909 ", 359 , 592 , 644 ," 1,560 "," 2,734 "," 1,495 "
SEN,11/2/2020,6, 793 , -   , 25 ," 1,630 "," 20,610 ", 369 , 593 , 814 ," 1,560 "," 2,840 "," 1,497 "
SEN,11/2/2020,7, 758 , 1 , 25 ," 1,984 "," 21,335 ", 390 , 595 ," 1,069 "," 1,561 "," 3,150 "," 1,605 "
SEN,11/2/2020,8, 716 , 121 , 22 ," 2,103 "," 21,835 ", 389 , 594 ," 1,316 "," 1,561 "," 3,436 "," 1,786 "
SEN,11/2/2020,9, 570 ," 1,265 ", 19 ," 2,113 "," 21,832 ", 399 , 592 ," 1,368 "," 1,559 "," 3,427 "," 1,773 "
SEN,11/2/2020,10, 569 ," 2,584 ", 21 ," 2,110 "," 22,164 ", 353 , 582 , 776 ," 1,559 "," 3,326 "," 1,806 "
SEN,11/2/2020,11, 736 ," 3,014 ", 22 ," 2,007 "," 21,980 ", 334 , 560 ," 1,061 "," 1,559 "," 3,245 "," 1,818 "
SEN,11/2/2020,12," 1,039 "," 3,297 ", 21 ," 1,940 "," 21,921 ", 330 , 550 ," 1,108 "," 1,559 "," 3,131 "," 1,814 "
SEN,11/2/2020,13," 1,247 "," 3,314 ", 23 ," 1,951 "," 21,831 ", 342 , 568 ," 1,082 "," 1,557 "," 3,160 "," 1,783 "
SEN,11/2/2020,14," 1,390 "," 3,335 ", 23 ," 1,917 "," 21,426 ", 339 , 581 ," 1,409 "," 1,557 "," 3,187 "," 1,761 "
SEN,11/2/2020,15," 1,567 "," 3,171 ", 25 ," 1,890 "," 21,267 ", 337 , 570 ," 1,584 "," 1,557 "," 3,261 "," 1,750 "
SEN,11/2/2020,16," 1,875 "," 2,886 ", 21 ," 1,807 "," 21,234 ", 338 , 578 ," 1,756 "," 1,556 "," 3,312 "," 1,678 "
SEN,11/2/2020,17," 2,148 "," 2,495 ", 19 ," 1,761 "," 21,367 ", 380 , 579 ," 1,695 "," 1,554 "," 3,384 "," 1,679 "
SEN,11/2/2020,18," 2,118 "," 1,427 ", 22 ," 1,832 "," 21,380 ", 351 , 581 ," 1,976 "," 1,552 "," 3,576 "," 1,824 "
SEN,11/2/2020,19," 1,927 ", 281 , 22 ," 1,925 "," 21,667 ", 381 , 584 ," 3,268 "," 1,549 "," 3,689 "," 1,933 "
SEN,11/2/2020,20," 1,956 ", 1 , 20 ," 1,922 "," 22,226 ", 392 , 585 ," 4,829 "," 1,550 "," 3,625 "," 1,954 "
SEN,11/2/2020,21," 1,936 ", -   , 19 ," 1,905 "," 22,177 ", 388 , 585 ," 4,589 "," 1,550 "," 3,668 "," 1,836 "
SEN,11/2/2020,22," 1,751 ", -   , 19 ," 1,904 "," 22,111 ", 375 , 587 ," 3,880 "," 1,552 "," 3,711 "," 1,806 "
SEN,11/2/2020,23," 1,581 ", -   , 21 ," 1,898 "," 22,019 ", 348 , 590 ," 2,608 "," 1,553 "," 3,645 "," 1,809 "
SEN,11/2/2020,24," 1,528 ", -   , 22 ," 1,688 "," 21,581 ", 321 , 588 ," 2,062 "," 1,553 "," 3,126 "," 1,801 "
SEN,12/2/2020,1," 1,674 ", -   , 21 ," 1,560 "," 20,870 ", 253 , 589 ," 1,339 "," 1,554 "," 2,994 "," 1,581 "
SEN,12/2/2020,2," 1,678 ", -   , 21 ," 1,652 "," 20,231 ", 244 , 590 , 877 ," 1,556 "," 2,908 "," 1,444 "
SEN,12/2/2020,3," 1,618 ", -   , 19 ," 1,692 "," 19,536 ", 241 , 590 , 835 ," 1,557 "," 2,884 "," 1,446 "
SEN,12/2/2020,4," 1,545 ", -   , 20 ," 1,739 "," 19,393 ", 241 , 591 , 829 ," 1,558 "," 2,829 "," 1,446 "
SEN,12/2/2020,5," 1,263 ", -   , 21 ," 1,878 "," 19,365 ", 243 , 591 , 833 ," 1,558 "," 2,823 "," 1,449 "
SEN,12/2/2020,6, 971 , -   , 20 ," 1,889 "," 20,288 ", 257 , 590 , 931 ," 1,558 "," 2,866 "," 1,448 "
SEN,12/2/2020,7, 751 , 1 , 19 ," 2,289 "," 21,376 ", 300 , 592 ," 1,522 "," 1,558 "," 2,985 "," 1,467 "
SEN,12/2/2020,8, 733 , 95 , 19 ," 2,567 "," 21,912 ", 328 , 588 ," 1,698 "," 1,558 "," 3,145 "," 1,489 "
SEN,12/2/2020,9, 666 ," 1,022 ", 19 ," 2,545 "," 21,923 ", 324 , 567 ," 1,582 "," 1,558 "," 3,306 "," 1,503 "
SEN,12/2/2020,10, 750 ," 2,361 ", 19 ," 2,554 "," 21,739 ", 321 , 563 ," 1,290 "," 1,557 "," 3,378 "," 1,512 "
SEN,12/2/2020,11," 1,045 "," 3,035 ", 17 ," 2,582 "," 21,477 ", 363 , 560 ," 1,177 "," 1,556 "," 3,300 "," 1,606 "
SEN,12/2/2020,12," 1,769 "," 3,200 ", 15 ," 2,136 "," 21,230 ", 369 , 561 ," 1,440 "," 1,555 "," 3,180 "," 1,674 "
SEN,12/2/2020,13," 2,367 "," 3,380 ", 13 ," 1,928 "," 20,777 ", 379 , 561 ," 1,423 "," 1,554 "," 3,105 "," 1,665 "
SEN,12/2/2020,14," 2,575 "," 3,318 ", 14 ," 1,953 "," 20,490 ", 377 , 561 ," 1,539 "," 1,553 "," 3,144 "," 1,655 "
SEN,12/2/2020,15," 2,640 "," 3,221 ", 14 ," 1,959 "," 20,386 ", 365 , 561 ," 1,627 "," 1,553 "," 3,192 "," 1,649 "
SEN,12/2/2020,16," 2,803 "," 3,100 ", 16 ," 1,836 "," 20,743 ", 362 , 559 ," 1,642 "," 1,553 "," 3,171 "," 1,675 "
SEN,12/2/2020,17," 2,753 "," 2,670 ", 17 ," 1,927 "," 20,698 ", 328 , 561 ," 1,805 "," 1,553 "," 3,208 "," 1,768 "
SEN,12/2/2020,18," 2,400 "," 1,762 ", 15 ," 2,320 "," 21,085 ", 348 , 561 ," 1,858 "," 1,553 "," 3,259 "," 1,805 "
SEN,12/2/2020,19," 2,058 ", 341 , 22 ," 2,678 "," 21,923 ", 355 , 556 ," 2,509 "," 1,554 "," 3,803 "," 1,867 "
SEN,12/2/2020,20," 1,934 ", 1 , 19 ," 2,710 "," 22,566 ", 377 , 558 ," 3,486 "," 1,556 "," 4,159 "," 1,912 "
SEN,12/2/2020,21," 1,812 ", -   , 19 ," 2,683 "," 22,562 ", 411 , 561 ," 3,336 "," 1,556 "," 4,165 "," 1,923 "
SEN,12/2/2020,22," 1,786 ", -   , 20 ," 2,675 "," 22,208 ", 407 , 565 ," 2,633 "," 1,556 "," 4,063 "," 1,938 "
SEN,12/2/2020,23," 1,745 ", -   , 20 ," 2,341 "," 21,972 ", 340 , 567 ," 2,242 "," 1,556 "," 3,776 "," 1,811 "
SEN,12/2/2020,24," 1,643 ", -   , 20 ," 2,021 "," 21,345 ", 316 , 567 ," 2,062 "," 1,555 "," 3,486 "," 1,638 "
SEN,13/2/2020,1," 1,571 ", -   , 20 ," 1,894 "," 20,803 ", 251 , 566 ," 1,351 "," 1,555 "," 3,120 "," 1,510 "
SEN,13/2/2020,2," 1,458 ", -   , 20 ," 1,891 "," 20,646 ", 241 , 567 ," 1,015 "," 1,556 "," 2,787 "," 1,444 "
SEN,13/2/2020,3," 1,336 ", -   , 18 ," 1,867 "," 20,126 ", 236 , 567 , 854 ," 1,557 "," 2,694 "," 1,442 "
SEN,13/2/2020,4," 1,358 ", -   , 20 ," 1,900 "," 19,871 ", 235 , 567 , 794 ," 1,558 "," 2,654 "," 1,439 "
SEN,13/2/2020,5," 1,419 ", -   , 17 ," 1,897 "," 19,748 ", 239 , 567 , 846 ," 1,558 "," 2,605 "," 1,440 "
SEN,13/2/2020,6," 1,603 ", -   , 17 ," 1,928 "," 20,333 ", 258 , 568 , 991 ," 1,558 "," 2,621 "," 1,475 "
SEN,13/2/2020,7," 1,734 ", 1 , 18 ," 2,096 "," 21,026 ", 307 , 571 ," 1,211 "," 1,559 "," 2,664 "," 1,737 "
SEN,13/2/2020,8," 1,694 ", 140 , 17 ," 2,238 "," 21,345 ", 335 , 569 ," 1,630 "," 1,559 "," 2,691 "," 1,806 "
SEN,13/2/2020,9," 1,546 "," 1,538 ", 17 ," 2,239 "," 20,877 ", 318 , 566 ," 1,766 "," 1,558 "," 2,687 "," 1,822 "
SEN,13/2/2020,10," 1,216 "," 3,399 ", 12 ," 2,218 "," 20,916 ", 311 , 563 ," 1,174 "," 1,558 "," 2,681 "," 1,823 "
SEN,13/2/2020,11," 1,172 "," 4,171 ", 7 ," 2,197 "," 20,361 ", 245 , 557 ," 1,513 "," 1,558 "," 2,617 "," 1,804 "
SEN,13/2/2020,12," 1,287 "," 4,198 ", 8 ," 2,144 "," 20,572 ", 247 , 544 ," 1,598 "," 1,557 "," 2,682 "," 1,792 "
SEN,13/2/2020,13," 1,366 "," 4,096 ", 8 ," 2,105 "," 20,507 ", 262 , 544 ," 1,617 "," 1,557 "," 2,796 "," 1,768 "
SEN,13/2/2020,14," 1,602 "," 4,038 ", 5 ," 2,141 "," 20,328 ", 260 , 547 ," 1,622 "," 1,557 "," 2,838 "," 1,767 "
SEN,13/2/2020,15," 1,752 "," 4,028 ", 5 ," 2,144 "," 20,276 ", 262 , 550 ," 1,431 "," 1,557 "," 2,963 "," 1,755 "
SEN,13/2/2020,16," 2,009 "," 3,946 ", 5 ," 2,206 "," 20,264 ", 277 , 549 ," 1,333 "," 1,557 "," 2,953 "," 1,760 "
SEN,13/2/2020,17," 2,725 "," 3,627 ", 4 ," 2,258 "," 19,941 ", 281 , 548 ," 1,181 "," 1,558 "," 2,885 "," 1,748 "
SEN,13/2/2020,18," 3,130 "," 2,485 ", 4 ," 2,430 "," 20,109 ", 292 , 549 ," 1,231 "," 1,559 "," 2,949 "," 1,862 "
SEN,13/2/2020,19," 3,344 ", 421 , 4 ," 2,708 "," 21,040 ", 363 , 549 ," 1,645 "," 1,560 "," 3,349 "," 1,913 "
SEN,13/2/2020,20," 3,676 ", 1 , 4 ," 2,579 "," 22,139 ", 427 , 550 ," 2,198 "," 1,561 "," 3,185 "," 1,930 "
SEN,13/2/2020,21," 3,592 ", -   , 4 ," 2,146 "," 22,334 ", 394 , 546 ," 2,546 "," 1,561 "," 3,131 "," 1,943 "
SEN,13/2/2020,22," 3,457 ", -   , 3 ," 1,853 "," 21,988 ", 312 , 547 ," 2,449 "," 1,561 "," 3,054 "," 1,842 "
SEN,13/2/2020,23," 3,446 ", -   , 3 ," 1,740 "," 21,158 ", 304 , 551 ," 2,412 "," 1,561 "," 2,983 "," 1,556 "
SEN,13/2/2020,24," 3,579 ", -   , 7 ," 1,725 "," 20,516 ", 279 , 555 ," 1,506 "," 1,562 "," 2,857 "," 1,472 "
SEN,14/2/2020,1," 3,665 ", -   , 17 ," 1,696 "," 18,965 ", 262 , 554 ," 1,126 "," 1,562 "," 2,705 "," 1,453 "
SEN,14/2/2020,2," 3,530 ", -   , 18 ," 1,603 "," 18,383 ", 259 , 557 , 829 ," 1,562 "," 2,708 "," 1,453 "
SEN,14/2/2020,3," 3,390 ", -   , 18 ," 1,558 "," 17,890 ", 255 , 556 , 730 ," 1,563 "," 2,687 "," 1,449 "
SEN,14/2/2020,4," 3,310 ", -   , 18 ," 1,570 "," 17,527 ", 255 , 558 , 909 ," 1,564 "," 2,733 "," 1,435 "
SEN,14/2/2020,5," 3,341 ", -   , 17 ," 1,571 "," 17,658 ", 254 , 557 , 725 ," 1,564 "," 2,688 "," 1,428 "
SEN,14/2/2020,6," 3,369 ", -   , 19 ," 1,575 "," 18,428 ", 268 , 558 ," 1,017 "," 1,565 "," 2,523 "," 1,472 "
SEN,14/2/2020,7," 3,363 ", 2 , 19 ," 1,565 "," 20,339 ", 281 , 557 ," 1,129 "," 1,565 "," 2,476 "," 1,526 "
SEN,14/2/2020,8," 3,291 ", 122 , 19 ," 1,573 "," 21,014 ", 279 , 556 ," 1,484 "," 1,566 "," 2,495 "," 1,533 "
SEN,14/2/2020,9," 3,231 "," 1,189 ", 21 ," 1,571 "," 21,166 ", 264 , 554 ," 1,448 "," 1,566 "," 2,499 "," 1,521 "
SEN,14/2/2020,10," 3,166 "," 2,966 ", 20 ," 1,563 "," 20,652 ", 262 , 549 , 865 ," 1,566 "," 2,478 "," 1,568 "
SEN,14/2/2020,11," 3,169 "," 3,967 ", 17 ," 1,534 "," 19,720 ", 269 , 534 ," 1,115 "," 1,566 "," 2,476 "," 1,594 "
